student_id,age,gender,marital_status,course,attendance,admission_grade,previous_grade,scholarship,tuition_up_to_date,debtor,semester1_enrolled,semester1_approved,semester1_grade,semester2_enrolled,semester2_approved,semester2_grade,semester1_success_rate,semester2_success_rate,status
571,20,Male,Single,Social Service,Evening,118.1,130.0,No,Yes,No,6,6,12.2,6,6,12.0,100.0,100.0,Graduate
572,22,Male,Single,Management,Daytime,124.8,130.0,No,Yes,No,5,0,0.0,5,1,12.0,0.0,20.0,Dropout
573,19,Male,Single,Informatics Engineering,Daytime,106.5,111.0,No,Yes,No,5,3,10.5,5,3,10.8,60.0,60.0,Dropout
574,20,Male,Single,Management,Daytime,116.8,121.0,No,Yes,No,5,3,12.4,5,5,10.8,60.0,100.0,Enrolled
575,19,Male,Single,Animation & Design,Daytime,109.3,117.0,No,Yes,No,0,0,0.0,0,0,0.0,0.0,0.0,Graduate
576,29,Male,Married,Veterinary Nursing,Daytime,120.0,133.1,No,No,No,5,0,0.0,5,0,0.0,0.0,0.0,Dropout
577,19,Male,Single,Nursing,Daytime,137.5,149.0,No,Yes,No,8,7,13.8,8,7,13.8,87.5,87.5,Graduate
578,28,Female,Single,Management,Evening,150.0,172.0,Yes,Yes,No,5,5,10.6,5,5,10.2,100.0,100.0,Enrolled
579,20,Female,Married,Social Service,Daytime,120.4,134.0,No,Yes,No,6,6,11.5,6,6,11.7,100.0,100.0,Graduate
580,20,Female,Single,Communication Design,Daytime,136.7,136.0,No,Yes,No,6,4,13.5,6,6,13.6,66.7,100.0,Graduate
581,31,Female,Single,Social Service,Evening,118.5,133.1,No,Yes,No,6,0,0.0,6,0,0.0,0.0,0.0,Dropout
582,18,Female,Single,Nursing,Daytime,133.0,141.0,No,Yes,No,7,7,12.5,8,7,12.6,100.0,87.5,Graduate
583,19,Female,Single,Marketing Management,Daytime,128.8,141.0,No,Yes,No,6,6,14.8,6,6,13.3,100.0,100.0,Enrolled
584,18,Female,Single,Management,Daytime,133.0,148.0,No,Yes,No,5,4,12.0,5,4,12.8,80.0,80.0,Graduate
585,19,Female,Single,Tourism,Daytime,102.0,102.0,No,Yes,No,6,5,11.8,6,5,11.6,83.3,83.3,Graduate
586,18,Female,Single,Management,Daytime,133.9,143.0,Yes,Yes,No,5,5,15.0,5,5,15.2,100.0,100.0,Graduate
587,19,Female,Single,Veterinary Nursing,Daytime,127.0,120.0,No,Yes,No,5,3,12.0,5,5,13.2,60.0,100.0,Graduate
588,18,Female,Single,Journalism,Daytime,120.4,121.0,Yes,Yes,No,6,6,12.8,6,6,12.3,100.0,100.0,Graduate
589,19,Female,Single,Tourism,Daytime,124.5,122.0,No,Yes,No,6,6,11.7,6,3,12.0,100.0,50.0,Graduate
590,19,Female,Single,Oral Hygiene,Daytime,123.9,122.0,No,Yes,No,7,7,12.2,8,8,13.8,100.0,100.0,Graduate
591,18,Female,Single,Marketing Management,Daytime,117.8,123.0,No,Yes,No,6,6,13.8,6,6,14.6,100.0,100.0,Graduate
592,19,Female,Single,Nursing,Daytime,126.7,133.0,No,Yes,No,7,4,12.4,7,5,11.7,57.1,71.4,Enrolled
593,20,Female,Single,Marketing Management,Daytime,110.0,110.0,Yes,Yes,No,6,6,12.1,6,6,13.6,100.0,100.0,Graduate
594,20,Female,Single,Marketing Management,Daytime,134.7,155.0,No,Yes,No,6,5,13.4,6,4,13.0,83.3,66.7,Enrolled
595,20,Female,Single,Agronomy,Daytime,113.2,119.0,No,Yes,Yes,6,6,13.3,6,5,14.0,100.0,83.3,Enrolled
596,29,Female,Single,Management,Evening,141.0,120.0,No,Yes,No,15,11,11.5,13,11,11.5,73.3,84.6,Dropout
597,20,Female,Single,Basic Education,Daytime,111.5,133.1,Yes,No,No,6,4,12.0,6,3,10.0,66.7,50.0,Dropout
598,31,Female,Divorced,Basic Education,Daytime,140.0,143.0,No,No,Yes,7,6,12.7,7,5,12.6,85.7,71.4,Dropout
599,20,Female,Single,Marketing Management,Daytime,134.3,149.0,No,Yes,No,6,6,12.7,6,6,13.8,100.0,100.0,Graduate
600,21,Female,Single,Agronomy,Daytime,125.3,133.0,No,Yes,No,18,18,11.9,13,13,11.5,100.0,100.0,Graduate
601,23,Female,Single,Equinculture,Daytime,140.0,140.0,No,Yes,No,6,0,0.0,6,0,0.0,0.0,0.0,Dropout
602,21,Female,Single,Communication Design,Daytime,119.6,122.0,No,No,Yes,6,4,13.0,6,4,11.6,66.7,66.7,Dropout
603,24,Female,Single,Nursing,Daytime,170.0,170.0,No,Yes,No,7,7,16.9,8,8,15.7,100.0,100.0,Graduate
604,27,Female,Single,Social Service,Evening,150.5,120.0,No,Yes,No,6,6,12.5,6,6,12.3,100.0,100.0,Graduate
605,18,Female,Single,Nursing,Daytime,128.0,143.0,Yes,Yes,No,7,7,13.1,8,8,15.8,100.0,100.0,Graduate
606,21,Female,Single,Animation & Design,Daytime,108.7,115.0,No,No,No,0,0,0.0,0,0,0.0,0.0,0.0,Dropout
607,19,Female,Single,Equinculture,Daytime,121.6,123.0,Yes,Yes,Yes,5,0,0.0,5,0,0.0,0.0,0.0,Dropout
608,19,Female,Single,Nursing,Daytime,125.3,131.0,Yes,Yes,No,8,7,12.4,8,7,12.4,87.5,87.5,Graduate
609,18,Female,Single,Veterinary Nursing,Daytime,117.6,127.0,No,Yes,No,6,0,0.0,6,0,0.0,0.0,0.0,Dropout
610,18,Female,Single,Nursing,Daytime,124.3,126.0,Yes,Yes,No,7,5,12.0,7,5,12.0,71.4,71.4,Enrolled
611,20,Female,Single,Basic Education,Daytime,106.1,112.0,Yes,Yes,Yes,7,7,13.9,7,7,12.6,100.0,100.0,Graduate
612,24,Female,Married,Social Service,Evening,139.9,150.0,No,Yes,No,6,5,13.0,6,6,14.2,83.3,100.0,Graduate
613,20,Female,Single,Communication Design,Daytime,110.8,116.0,No,Yes,No,6,6,12.8,6,6,11.2,100.0,100.0,Graduate
614,20,Female,Single,Management,Daytime,118.0,118.0,No,Yes,No,5,4,11.0,5,5,13.2,80.0,100.0,Enrolled
615,19,Female,Single,Nursing,Daytime,117.8,130.0,Yes,Yes,No,8,7,12.4,8,7,12.4,87.5,87.5,Graduate
616,18,Female,Single,Nursing,Daytime,127.5,144.0,Yes,Yes,No,8,7,13.9,8,7,13.9,87.5,87.5,Graduate
617,20,Female,Single,Social Service,Daytime,129.7,105.0,Yes,Yes,No,6,6,12.3,6,6,10.7,100.0,100.0,Graduate
618,20,Female,Single,Nursing,Daytime,130.6,143.0,No,Yes,No,7,7,12.8,8,8,13.8,100.0,100.0,Graduate
619,19,Female,Single,Nursing,Daytime,126.3,137.0,Yes,Yes,No,7,6,12.3,8,8,13.0,85.7,100.0,Graduate
620,19,Female,Single,Veterinary Nursing,Daytime,140.0,140.0,No,Yes,No,6,5,12.7,6,4,11.8,83.3,66.7,Enrolled
621,20,Female,Single,Journalism,Daytime,105.0,133.1,No,Yes,No,6,6,13.8,6,6,12.5,100.0,100.0,Graduate
622,19,Female,Single,Management,Daytime,114.6,116.0,No,Yes,No,5,2,10.8,5,2,10.0,40.0,40.0,Dropout
623,19,Female,Single,Basic Education,Daytime,114.6,117.0,No,Yes,No,6,4,13.2,6,4,10.2,66.7,66.7,Dropout
624,18,Female,Single,Nursing,Daytime,131.0,137.0,Yes,Yes,No,8,8,13.7,8,8,13.7,100.0,100.0,Graduate
625,23,Female,Single,Communication Design,Daytime,109.0,116.0,Yes,Yes,No,6,6,13.3,6,3,12.7,100.0,50.0,Dropout
626,21,Female,Single,Basic Education,Daytime,132.0,133.1,No,Yes,No,6,5,12.0,6,5,10.8,83.3,83.3,Dropout
627,23,Female,Single,Social Service,Evening,130.0,130.0,No,Yes,No,9,9,10.9,8,6,11.3,100.0,75.0,Graduate
628,19,Female,Single,Nursing,Daytime,109.5,106.0,No,Yes,No,7,7,13.0,8,8,13.8,100.0,100.0,Graduate
629,18,Female,Single,Journalism,Daytime,115.9,125.0,No,Yes,No,6,6,13.0,6,6,14.2,100.0,100.0,Graduate
630,19,Female,Single,Journalism,Daytime,131.6,134.0,No,Yes,No,6,5,11.8,6,5,12.0,83.3,83.3,Graduate
631,25,Female,Single,Nursing,Daytime,120.0,133.1,Yes,Yes,No,8,7,12.0,8,7,12.0,87.5,87.5,Graduate
632,19,Female,Single,Basic Education,Daytime,109.7,117.0,No,Yes,No,6,5,12.2,6,4,13.0,83.3,66.7,Enrolled
633,19,Female,Single,Nursing,Daytime,136.4,136.0,Yes,Yes,No,7,7,12.8,8,8,15.5,100.0,100.0,Graduate
634,24,Female,Single,Oral Hygiene,Daytime,120.0,120.0,Yes,Yes,Yes,7,7,11.0,8,7,11.7,100.0,87.5,Graduate
635,18,Female,Single,Marketing Management,Daytime,132.6,135.0,Yes,Yes,No,6,6,13.5,6,5,14.0,100.0,83.3,Graduate
636,19,Female,Single,Social Service,Daytime,112.9,122.0,Yes,Yes,No,6,6,12.1,6,6,12.7,100.0,100.0,Graduate
637,18,Female,Single,Nursing,Daytime,134.3,147.0,Yes,Yes,No,8,7,12.6,8,7,12.6,87.5,87.5,Graduate
638,27,Female,Single,Management,Evening,123.2,120.0,No,Yes,No,5,3,10.7,5,4,11.4,60.0,80.0,Enrolled
639,19,Female,Single,Social Service,Daytime,117.2,121.0,No,Yes,No,6,5,11.2,6,5,11.6,83.3,83.3,Graduate
640,18,Female,Single,Journalism,Daytime,129.8,135.0,Yes,Yes,No,6,6,12.7,6,6,11.8,100.0,100.0,Dropout
641,34,Female,Married,Marketing Management,Daytime,158.0,130.0,No,No,Yes,6,4,13.5,6,0,0.0,66.7,0.0,Dropout
642,18,Female,Single,Management,Daytime,116.5,128.0,No,Yes,No,5,3,11.7,5,2,11.0,60.0,40.0,Enrolled
643,18,Female,Single,Management,Daytime,121.0,129.0,No,Yes,No,5,2,10.5,5,3,12.3,40.0,60.0,Enrolled
644,18,Female,Single,Nursing,Daytime,133.8,143.0,No,Yes,No,8,8,14.3,8,8,14.3,100.0,100.0,Enrolled
645,20,Female,Single,Journalism,Daytime,115.0,108.0,No,No,Yes,6,0,0.0,6,0,0.0,0.0,0.0,Dropout
646,19,Female,Single,Management,Daytime,131.8,130.0,Yes,Yes,No,5,2,10.5,5,3,13.3,40.0,60.0,Enrolled
647,21,Female,Single,Social Service,Daytime,121.0,135.0,No,Yes,No,6,5,11.2,6,1,10.0,83.3,16.7,Enrolled
648,26,Female,Married,Management,Evening,152.4,140.0,No,Yes,No,5,5,12.0,5,5,14.8,100.0,100.0,Graduate
649,27,Female,Single,Oral Hygiene,Daytime,110.2,120.0,No,Yes,No,7,7,12.2,8,8,13.2,100.0,100.0,Graduate
650,20,Female,Single,Marketing Management,Daytime,113.5,117.0,No,Yes,No,5,4,11.5,5,4,10.8,80.0,80.0,Graduate
651,18,Female,Single,Social Service,Daytime,144.4,151.0,No,Yes,No,6,6,15.4,6,6,16.4,100.0,100.0,Graduate
652,23,Female,Single,Veterinary Nursing,Daytime,143.3,140.0,No,No,No,12,9,13.7,9,6,13.5,75.0,66.7,Enrolled
653,24,Female,Single,Nursing,Daytime,100.0,133.1,No,Yes,No,8,7,12.6,8,7,12.6,87.5,87.5,Graduate
654,19,Female,Single,Social Service,Daytime,126.3,130.0,Yes,Yes,No,6,5,12.2,6,6,11.5,83.3,100.0,Graduate
655,19,Female,Single,Journalism,Daytime,115.9,125.0,No,Yes,No,6,4,11.8,6,4,11.0,66.7,66.7,Graduate
656,19,Female,Single,Social Service,Daytime,114.9,125.0,Yes,Yes,Yes,6,5,11.4,6,3,10.0,83.3,50.0,Enrolled
657,18,Female,Single,Social Service,Daytime,121.0,135.0,No,Yes,Yes,6,5,10.6,6,2,10.0,83.3,33.3,Enrolled
658,22,Female,Single,Social Service,Evening,112.3,121.0,No,Yes,No,16,13,10.9,13,11,11.5,81.2,84.6,Graduate
659,20,Female,Single,Communication Design,Daytime,127.0,141.0,No,Yes,No,6,5,12.4,6,5,12.4,83.3,83.3,Graduate
660,25,Female,Single,Agronomy,Daytime,120.0,130.0,No,Yes,No,6,0,0.0,6,0,0.0,0.0,0.0,Dropout
661,21,Female,Single,Agronomy,Daytime,180.0,180.0,No,Yes,No,6,6,15.8,6,6,15.5,100.0,100.0,Graduate
662,19,Female,Single,Nursing,Daytime,117.4,117.0,No,Yes,No,7,5,11.8,7,6,11.7,71.4,85.7,Enrolled
663,18,Female,Single,Journalism,Daytime,115.8,127.0,No,Yes,No,6,6,12.6,6,6,13.7,100.0,100.0,Graduate
664,18,Female,Single,Marketing Management,Daytime,136.5,126.0,No,Yes,No,5,3,12.0,5,4,13.2,60.0,80.0,Graduate
665,19,Male,Single,Nursing,Daytime,129.0,143.0,No,Yes,No,7,7,13.4,8,8,14.4,100.0,100.0,Graduate
666,19,Female,Single,Veterinary Nursing,Daytime,137.6,144.0,Yes,Yes,No,5,5,15.4,5,5,16.0,100.0,100.0,Graduate
667,18,Female,Single,Journalism,Daytime,129.5,126.0,No,No,Yes,6,5,12.2,6,4,11.8,83.3,66.7,Dropout
668,20,Female,Single,Social Service,Daytime,129.1,140.0,Yes,Yes,No,11,11,12.8,11,11,13.5,100.0,100.0,Graduate
669,19,Female,Single,Nursing,Daytime,130.2,148.0,No,Yes,No,7,0,0.0,8,0,0.0,0.0,0.0,Dropout
670,28,Female,Single,Nursing,Daytime,134.3,100.0,No,Yes,No,17,17,13.4,17,17,13.6,100.0,100.0,Graduate
671,20,Female,Single,Social Service,Daytime,138.4,151.0,Yes,Yes,No,6,6,14.2,6,6,11.0,100.0,100.0,Graduate
672,30,Female,Single,Social Service,Evening,120.0,120.0,No,Yes,No,11,9,13.4,7,7,14.7,81.8,100.0,Dropout
673,19,Female,Single,Nursing,Daytime,123.5,135.0,Yes,Yes,No,7,7,12.3,8,8,11.7,100.0,100.0,Graduate
674,22,Female,Single,Communication Design,Daytime,116.1,121.0,No,Yes,No,6,6,11.7,6,5,13.2,100.0,83.3,Graduate
675,18,Female,Single,Tourism,Daytime,110.8,116.0,No,Yes,No,6,6,12.2,6,6,13.5,100.0,100.0,Graduate
676,23,Female,Single,Basic Education,Daytime,142.8,147.0,No,Yes,No,6,2,10.0,6,2,11.0,33.3,33.3,Dropout
677,18,Female,Single,Communication Design,Daytime,155.5,160.0,No,Yes,No,6,6,14.0,6,6,15.0,100.0,100.0,Graduate
678,18,Female,Single,Basic Education,Daytime,126.7,133.0,No,Yes,No,6,5,11.8,6,4,12.0,83.3,66.7,Enrolled
679,50,Male,Married,Journalism,Daytime,163.5,100.0,No,No,Yes,6,1,15.0,5,0,0.0,16.7,0.0,Dropout
680,19,Female,Single,Animation & Design,Daytime,161.9,151.0,Yes,Yes,No,0,0,0.0,0,0,0.0,0.0,0.0,Graduate
681,22,Female,Single,Tourism,Daytime,123.3,124.0,No,Yes,No,6,6,10.8,6,6,10.7,100.0,100.0,Graduate
682,23,Female,Single,Social Service,Daytime,137.5,140.0,Yes,Yes,Yes,6,6,13.1,6,6,14.0,100.0,100.0,Graduate
683,20,Female,Single,Veterinary Nursing,Daytime,166.6,170.0,Yes,No,Yes,5,5,14.4,5,5,14.0,100.0,100.0,Dropout
684,44,Female,Divorced,Social Service,Daytime,103.5,133.1,No,No,No,6,0,0.0,6,0,0.0,0.0,0.0,Dropout
685,49,Male,Divorced,Agronomy,Daytime,110.0,133.1,No,Yes,No,12,7,12.0,12,9,11.2,58.3,75.0,Graduate
686,46,Male,Married,Management,Evening,128.2,100.0,No,Yes,No,10,9,12.2,10,10,12.8,90.0,100.0,Graduate
687,41,Male,Single,Veterinary Nursing,Daytime,137.7,120.0,No,No,No,3,3,12.3,2,2,11.0,100.0,100.0,Dropout
688,18,Male,Single,Nursing,Daytime,128.8,133.0,No,Yes,No,7,7,11.8,8,8,12.5,100.0,100.0,Graduate
689,43,Male,Widowed,Management,Evening,170.0,120.0,No,Yes,No,5,5,11.8,5,5,14.0,100.0,100.0,Graduate
690,70,Male,Divorced,Management,Daytime,116.4,133.1,No,No,Yes,5,0,0.0,5,0,0.0,0.0,0.0,Dropout
691,48,Male,Divorced,Equinculture,Daytime,100.9,133.1,No,Yes,No,6,0,0.0,6,0,0.0,0.0,0.0,Dropout
692,41,Male,Married,Agronomy,Daytime,136.0,133.1,No,Yes,No,19,19,12.7,13,13,12.4,100.0,100.0,Graduate
693,21,Male,Single,Tourism,Daytime,130.0,140.0,No,Yes,No,6,6,12.6,6,4,13.0,100.0,66.7,Enrolled
694,35,Male,Single,Biofuel Production,Daytime,100.0,100.0,No,No,Yes,7,3,11.2,7,0,0.0,42.9,0.0,Dropout
695,44,Male,Married,Equinculture,Daytime,157.0,133.1,No,Yes,No,5,4,14.0,5,4,15.5,80.0,80.0,Graduate
696,18,Male,Single,Management,Daytime,152.1,143.0,No,Yes,Yes,5,4,13.3,5,2,13.5,80.0,40.0,Dropout
697,45,Male,Married,Social Service,Evening,162.9,165.0,No,Yes,No,6,6,13.7,6,6,13.7,100.0,100.0,Graduate
698,20,Male,Single,Tourism,Daytime,137.2,154.0,No,Yes,No,6,3,10.0,6,5,10.8,50.0,83.3,Enrolled
699,22,Male,Single,Agronomy,Daytime,140.0,140.0,No,Yes,No,6,5,12.6,6,6,11.7,83.3,100.0,Graduate
700,39,Male,Single,Informatics Engineering,Daytime,146.5,140.0,No,Yes,No,5,3,17.3,5,1,17.0,60.0,20.0,Dropout
701,20,Male,Single,Veterinary Nursing,Daytime,130.0,130.0,No,No,No,6,5,13.2,6,3,12.0,83.3,50.0,Enrolled
702,49,Male,Married,Management,Daytime,128.0,133.1,No,Yes,No,5,3,14.0,5,3,13.7,60.0,60.0,Dropout
703,43,Male,Single,Oral Hygiene,Daytime,190.0,190.0,No,Yes,No,4,4,13.9,1,1,12.5,100.0,100.0,Dropout
704,32,Male,Married,Management,Evening,133.2,120.0,No,Yes,No,5,0,0.0,5,0,0.0,0.0,0.0,Dropout
705,47,Male,Single,Social Service,Daytime,124.3,100.0,No,Yes,No,9,9,13.1,7,7,14.9,100.0,100.0,Graduate
706,37,Male,Union,Management,Evening,138.1,120.0,Yes,Yes,No,5,5,13.0,5,4,13.3,100.0,80.0,Dropout
707,41,Male,Married,Social Service,Evening,144.3,133.1,No,Yes,No,10,10,12.5,7,7,12.1,100.0,100.0,Graduate
708,60,Male,Married,Agronomy,Daytime,140.0,150.0,No,Yes,No,18,18,14.1,13,13,14.2,100.0,100.0,Graduate
709,47,Male,Married,Tourism,Daytime,148.3,120.0,No,Yes,No,11,11,14.7,9,9,15.8,100.0,100.0,Graduate
710,50,Male,Single,Social Service,Evening,96.0,133.1,No,No,Yes,6,0,0.0,5,0,0.0,0.0,0.0,Dropout
711,45,Male,Married,Management,Evening,121.7,133.1,No,Yes,No,5,0,0.0,5,0,0.0,0.0,0.0,Dropout
712,45,Male,Single,Informatics Engineering,Daytime,160.0,100.0,No,No,Yes,5,0,0.0,5,0,0.0,0.0,0.0,Dropout
713,33,Male,Married,Veterinary Nursing,Daytime,110.3,133.1,No,Yes,No,5,4,13.5,5,5,11.6,80.0,100.0,Graduate
714,18,Male,Single,Nursing,Daytime,129.0,143.0,No,Yes,No,8,7,13.1,8,7,13.1,87.5,87.5,Graduate
715,43,Male,Married,Veterinary Nursing,Daytime,150.0,120.0,No,Yes,No,5,5,13.5,5,5,14.4,100.0,100.0,Graduate
716,44,Male,Single,Social Service,Evening,100.0,161.0,No,Yes,No,13,13,11.8,11,11,12.0,100.0,100.0,Graduate
717,29,Male,Single,Equinculture,Daytime,107.5,133.1,No,Yes,No,5,0,0.0,5,0,0.0,0.0,0.0,Dropout
718,53,Male,Divorced,Marketing Management,Daytime,170.0,140.0,No,No,Yes,6,3,14.3,6,0,0.0,50.0,0.0,Dropout
719,37,Male,Married,Management,Evening,123.0,123.0,No,Yes,No,5,5,15.8,5,5,17.6,100.0,100.0,Enrolled
720,18,Male,Single,Marketing Management,Daytime,138.5,142.0,No,Yes,No,6,5,13.8,6,5,12.4,83.3,83.3,Enrolled
721,35,Male,Single,Biofuel Production,Daytime,140.0,133.1,No,Yes,Yes,10,6,12.7,9,3,12.0,60.0,33.3,Dropout
722,23,Male,Single,Tourism,Daytime,113.6,115.0,No,Yes,No,6,6,13.0,6,6,12.0,100.0,100.0,Enrolled
723,22,Male,Single,Animation & Design,Daytime,170.0,156.0,No,Yes,No,0,0,0.0,0,0,0.0,0.0,0.0,Graduate
724,33,Male,Single,Social Service,Evening,115.5,140.0,No,No,No,6,1,11.0,6,0,0.0,16.7,0.0,Dropout
725,41,Male,Single,Equinculture,Daytime,130.0,130.0,No,No,No,5,0,0.0,5,0,0.0,0.0,0.0,Dropout
726,51,Male,Divorced,Nursing,Daytime,140.0,140.0,No,Yes,No,7,7,15.2,8,8,16.6,100.0,100.0,Graduate
727,19,Male,Single,Marketing Management,Daytime,126.6,140.0,No,Yes,No,6,6,14.4,7,7,14.4,100.0,100.0,Graduate
728,35,Male,Single,Management,Evening,143.2,133.1,No,Yes,No,5,0,0.0,5,0,0.0,0.0,0.0,Dropout
729,20,Male,Single,Animation & Design,Daytime,131.4,131.0,No,Yes,No,0,0,0.0,0,0,0.0,0.0,0.0,Graduate
730,18,Male,Single,Marketing Management,Daytime,133.3,141.0,No,Yes,No,6,4,13.8,6,5,11.2,66.7,83.3,Enrolled
731,18,Male,Single,Journalism,Daytime,118.3,120.0,Yes,No,Yes,6,5,12.2,6,3,12.0,83.3,50.0,Dropout
732,21,Male,Single,Agronomy,Daytime,140.0,140.0,No,Yes,No,6,5,12.1,6,5,11.7,83.3,83.3,Graduate
733,21,Male,Single,Tourism,Daytime,124.7,132.0,No,Yes,No,6,6,12.0,6,5,11.6,100.0,83.3,Graduate
734,34,Male,Married,Management,Daytime,140.0,130.0,No,Yes,No,5,3,11.7,5,4,12.8,60.0,80.0,Graduate
735,34,Male,Divorced,Equinculture,Daytime,150.0,140.0,No,Yes,No,6,0,0.0,6,0,0.0,0.0,0.0,Dropout
736,21,Male,Single,Marketing Management,Daytime,115.6,110.0,No,Yes,No,6,6,11.9,6,5,12.0,100.0,83.3,Graduate
737,32,Male,Single,Journalism,Daytime,116.9,140.0,No,Yes,No,11,7,11.3,7,6,12.3,63.6,85.7,Enrolled
738,30,Male,Single,Tourism,Daytime,123.4,130.0,No,Yes,No,6,2,10.0,6,3,11.3,33.3,50.0,Dropout
739,19,Male,Single,Animation & Design,Daytime,146.5,137.0,No,Yes,Yes,12,11,12.0,11,10,11.2,91.7,90.9,Enrolled
740,20,Male,Single,Journalism,Daytime,117.1,158.0,No,Yes,No,7,6,13.8,6,5,13.0,85.7,83.3,Dropout
741,18,Male,Single,Communication Design,Daytime,113.9,124.0,No,Yes,No,6,0,0.0,6,0,0.0,0.0,0.0,Dropout
742,19,Male,Single,Tourism,Daytime,128.7,136.0,No,Yes,No,6,6,14.4,6,6,12.5,100.0,100.0,Graduate
743,18,Male,Single,Nursing,Daytime,132.9,142.0,No,Yes,No,7,5,14.2,7,6,12.4,71.4,85.7,Dropout
744,27,Male,Single,Management,Evening,123.0,150.0,No,Yes,No,5,4,11.5,5,3,10.3,80.0,60.0,Dropout
745,52,Male,Single,Journalism,Daytime,129.8,120.0,No,Yes,No,6,5,13.0,6,6,15.0,83.3,100.0,Graduate
746,29,Male,Married,Agronomy,Daytime,156.1,149.0,No,No,No,6,0,0.0,6,0,0.0,0.0,0.0,Dropout
747,22,Male,Single,Agronomy,Daytime,120.0,130.0,No,No,Yes,6,3,11.3,6,2,11.0,50.0,33.3,Dropout
748,28,Male,Single,Veterinary Nursing,Daytime,117.2,110.0,No,Yes,No,18,18,12.5,13,12,11.4,100.0,92.3,Graduate
749,30,Male,Single,Marketing Management,Daytime,107.0,133.1,No,Yes,No,5,0,0.0,5,0,0.0,0.0,0.0,Dropout
750,18,Female,Single,Nursing,Daytime,128.4,134.0,No,Yes,No,7,7,13.5,8,8,13.9,100.0,100.0,Graduate
751,21,Female,Single,Marketing Management,Daytime,123.4,130.0,No,Yes,No,5,4,11.8,5,3,13.3,80.0,60.0,Graduate
752,20,Female,Single,Communication Design,Daytime,126.7,141.0,Yes,Yes,Yes,6,6,13.3,6,6,14.7,100.0,100.0,Graduate
753,21,Female,Single,Nursing,Daytime,123.0,123.0,Yes,Yes,No,8,8,13.1,8,8,13.1,100.0,100.0,Graduate
754,32,Female,Married,Management,Evening,137.2,133.1,No,No,Yes,5,0,0.0,5,0,0.0,0.0,0.0,Dropout
755,20,Male,Single,Communication Design,Daytime,125.9,122.0,Yes,Yes,No,6,6,15.5,6,6,12.2,100.0,100.0,Graduate
756,19,Male,Single,Animation & Design,Daytime,138.0,132.0,No,No,Yes,0,0,0.0,0,0,0.0,0.0,0.0,Dropout
757,18,Male,Single,Marketing Management,Daytime,128.2,133.1,No,No,Yes,6,4,11.2,6,3,12.3,66.7,50.0,Dropout
758,23,Male,Single,Management,Evening,126.5,130.0,No,No,No,15,12,11.0,14,11,11.4,80.0,78.6,Dropout
759,20,Male,Single,Tourism,Daytime,112.4,111.0,No,Yes,No,6,6,12.3,6,4,13.0,100.0,66.7,Graduate
760,46,Female,Married,Management,Daytime,109.0,133.1,No,Yes,No,9,8,11.4,5,5,11.8,88.9,100.0,Graduate
761,27,Male,Single,Agronomy,Daytime,100.0,125.0,No,Yes,No,18,18,12.2,12,12,12.4,100.0,100.0,Graduate
762,20,Male,Single,Animation & Design,Daytime,144.7,137.0,No,Yes,No,0,0,0.0,0,0,0.0,0.0,0.0,Enrolled
763,41,Male,Married,Social Service,Evening,120.0,100.0,No,Yes,No,9,9,12.0,7,6,12.0,100.0,85.7,Graduate
764,40,Male,Single,Management,Daytime,100.0,133.1,No,Yes,Yes,5,1,11.0,5,1,10.0,20.0,20.0,Enrolled
765,37,Male,Married,Social Service,Evening,154.0,150.0,No,Yes,No,16,16,14.1,11,10,13.0,100.0,90.9,Graduate
766,20,Male,Single,Management,Daytime,111.3,120.0,No,Yes,No,5,5,10.2,5,5,11.2,100.0,100.0,Enrolled
767,20,Female,Single,Equinculture,Daytime,150.0,150.0,No,Yes,No,5,4,12.0,5,4,12.4,80.0,80.0,Enrolled
768,26,Female,Single,Management,Evening,100.0,133.1,No,Yes,No,9,9,12.3,7,7,12.6,100.0,100.0,Graduate
769,54,Male,Married,Social Service,Evening,162.5,133.1,No,Yes,No,9,9,14.3,7,7,13.9,100.0,100.0,Graduate
770,21,Male,Single,Marketing Management,Daytime,134.1,132.0,No,Yes,No,6,6,15.2,6,6,14.0,100.0,100.0,Graduate
771,20,Female,Single,Veterinary Nursing,Daytime,133.0,134.0,Yes,Yes,No,6,6,15.1,6,6,15.1,100.0,100.0,Graduate
772,18,Female,Single,Journalism,Daytime,119.0,126.0,No,Yes,No,6,0,0.0,6,0,0.0,0.0,0.0,Dropout
773,19,Female,Single,Nursing,Daytime,131.1,136.0,No,Yes,No,7,6,13.4,8,7,13.3,85.7,87.5,Enrolled
774,18,Female,Single,Social Service,Daytime,129.4,129.0,No,Yes,No,6,6,12.3,6,6,12.2,100.0,100.0,Graduate
775,19,Female,Single,Veterinary Nursing,Daytime,123.9,126.0,No,Yes,No,6,4,11.8,6,4,12.2,66.7,66.7,Enrolled
776,22,Female,Single,Veterinary Nursing,Daytime,140.0,140.0,No,Yes,Yes,6,6,12.0,6,3,12.0,100.0,50.0,Dropout
777,19,Female,Single,Veterinary Nursing,Daytime,162.0,162.0,No,Yes,No,6,6,15.0,6,6,15.6,100.0,100.0,Graduate
778,21,Female,Single,Animation & Design,Daytime,131.6,148.0,No,Yes,No,12,8,13.9,11,9,12.7,66.7,81.8,Dropout
779,20,Female,Single,Basic Education,Daytime,110.6,119.0,No,Yes,No,7,6,11.8,7,6,14.3,85.7,85.7,Enrolled
